NAME,POP,FIPS
"Boone, Kentucky, US",133581,21015
"Jessamine, Kentucky, US",54115,21113
"Knox, Kentucky, US",31145,21121
"Letcher, Kentucky, US",21553,21133
"Livingston, Kentucky, US",9194,21139
"Pike, Kentucky, US",57876,21195
"Shelby, Kentucky, US",49024,21211
"Anderson, Kentucky, US",22747,21005
"Breckinridge, Kentucky, US",20477,21027
"Franklin, Kentucky, US",50991,21073
"McCreary, Kentucky, US",17231,21147
"Madison, Kentucky, US",92987,21151
"Metcalfe, Kentucky, US",10071,21169
"Owsley, Kentucky, US",4415,21189
"Simpson, Kentucky, US",18572,21213
"Clark, Kentucky, US",36263,21049
"Todd, Kentucky, US",12294,21219
"Carroll, Kentucky, US",10631,21041
"Clinton, Kentucky, US",10218,21053
"Gallatin, Kentucky, US",8869,21077
"Richland Parish, Louisiana, US",20122,22083
"St. Louis, Minnesota, US",199070,27137
"Anoka, Minnesota, US",356921,27003
"Stearns, Minnesota, US",161075,27145
"Dakota, Minnesota, US",429021,27037
"Lincoln, Minnesota, US",5639,27081
"Marshall, Minnesota, US",9336,27089
"Renville, Minnesota, US",14548,27129
"Washington, Minnesota, US",262440,27163
"Cook, Minnesota, US",5463,27031
"Kanabec, Minnesota, US",16337,27065
"Woodson, Kansas, US",3138,20207
"Ness, Kansas, US",2750,20135
"Bourbon, Kansas, US",14534,20011
"Kiowa, Kansas, US",2475,20097
"Shawnee, Kansas, US",176875,20177
"Chautauqua, Kansas, US",3250,20019
"Reno, Kansas, US",61998,20155
"Doniphan, Kansas, US",7600,20043
"Haskell, Kansas, US",3968,20081
"Scott, Kansas, US",4823,20171
"Brown, Kansas, US",9564,20013
"Phillips, Kansas, US",5234,20147
"Decatur, Kansas, US",2827,20039
"Garrard, Kentucky, US",17666,21079
"Campbell, Kentucky, US",93584,21037
"Elliott, Kentucky, US",7517,21063
"Larue, Kentucky, US",14398,21123
"Mercer, Kentucky, US",21933,21167
"Russell, Kentucky, US",17923,21207
"Washington, Kentucky, US",12095,21229
"Barren, Kentucky, US",44249,21009
"Hancock, Kentucky, US",8722,21091
"Hardin, Kentucky, US",110958,21093
"McLean, Kentucky, US",9207,21149
"Powell, Kentucky, US",12359,21197
"Caldwell, Kentucky, US",12747,21033
"Boyd, Kentucky, US",46718,21019
"Fayette, Kentucky, US",323152,21067
"Johnson, Kentucky, US",22188,21115
"Morgan, Kentucky, US",13309,21175
"Pulaski, Kentucky, US",64979,21199
"Litchfield, Connecticut, US",180333,09005
"Palm Beach, Florida, US",1496770,12099
"Miami-Dade, Florida, US",2716940,12086
"Franklin, Florida, US",12125,12037
"Hamilton, Florida, US",14428,12047
"Sumter, Florida, US",132420,12119
"Holmes, Florida, US",19617,12059
"Lee, Florida, US",770577,12071
"Hamlin, South Dakota, US",6164,46057
"Jackson, South Dakota, US",3344,46071
"Custer, South Dakota, US",8972,46033
"Hyde, South Dakota, US",1301,46069
"Faulk, South Dakota, US",2299,46049
"Hutchinson, South Dakota, US",7291,46067
"Walworth, South Dakota, US",5435,46129
"Buffalo, South Dakota, US",1962,46017
"Day, South Dakota, US",5424,46037
"Douglas, South Dakota, US",2921,46043
"Harding, South Dakota, US",1298,46063
"McPherson, South Dakota, US",2379,46089
"Roberts, South Dakota, US",10394,46109
"Sully, South Dakota, US",1391,46119
"Lincoln, South Dakota, US",61128,46083
"Lake, South Dakota, US",12797,46079
"Lawrence, South Dakota, US",25844,46081
"Codington, South Dakota, US",28009,46029
"Butte, South Dakota, US",10429,46019
"Corson, South Dakota, US",4086,46031
"Edmunds, South Dakota, US",3829,46045
"Campbell, South Dakota, US",1376,46021
"Bennett, South Dakota, US",3365,46007
"Haakon, South Dakota, US",1899,46055
"Jones, South Dakota, US",903,46075
"Meade, South Dakota, US",28332,46093
"Turner, South Dakota, US",8384,46125
"Brown, South Dakota, US",38839,46013
"Hanson, South Dakota, US",3453,46061
"McCook, South Dakota, US",5586,46087
"Mellette, South Dakota, US",2061,46095
"Moody, South Dakota, US",6576,46101
"Pennington, South Dakota, US",113775,46103
"Union, South Dakota, US",15932,46127
"Miner, South Dakota, US",2216,46097
"Coffee, Tennessee, US",56520,47031
"Fayette, Tennessee, US",41133,47047
"Hancock, Tennessee, US",6620,47067
"Hawkins, Tennessee, US",56786,47073
"Johnson, Tennessee, US",17788,47091
"Lincoln, Tennessee, US",34366,47103
"Macon, Tennessee, US",24602,47111
"Moore, Tennessee, US",6488,47127
"Fall River, South Dakota, US",6713,46047
"Robertson, Tennessee, US",71813,47147
"Franklin, Tennessee, US",42208,47051
"Blount, Tennessee, US",133088,47009
"Cheatham, Tennessee, US",40667,47021
"Carter, Tennessee, US",56391,47019
"Judith Basin, Montana, US",2007,30045
"Deer Lodge, Montana, US",9140,30023
"McCone, Montana, US",1664,30055
"Rosebud, Montana, US",8937,30087
"Dawson, Montana, US",8613,30021
"Broadwater, Montana, US",6237,30007
"Phillips, Montana, US",3954,30071
"Blaine, Nebraska, US",465,31009
"Deuel, Nebraska, US",1794,31049
"Logan, Nebraska, US",748,31113
"Thayer, Nebraska, US",5003,31169
"Adams, Nebraska, US",31363,31001
"Boone, Nebraska, US",5192,31011
"Rock, Nebraska, US",1357,31149
"Sherman, Nebraska, US",3001,31163
"Howard, Nebraska, US",6445,31093
"Gosper, Nebraska, US",1990,31073
"Sarpy, Nebraska, US",187196,31153
"Boyd, Nebraska, US",1919,31015
"Fillmore, Nebraska, US",5462,31059
"Hooker, Nebraska, US",682,31091
"Seward, Nebraska, US",17284,31159
"Webster, Nebraska, US",3487,31181
"Butler, Nebraska, US",8016,31023
"Arthur, Nebraska, US",463,31005
"Gage, Nebraska, US",21513,31067
"Kearney, Nebraska, US",6495,31099
"Madison, Nebraska, US",35099,31119
"Phelps, Nebraska, US",9034,31137
"Wayne, Nebraska, US",9385,31179
"Knox, Nebraska, US",8332,31107
"Merrick, Nebraska, US",7755,31121
"Pawnee, Nebraska, US",2613,31133
"Wheeler, Nebraska, US",783,31183
"Lander, Nevada, US",5532,32015
"Esmeralda, Nevada, US",873,32009
"Mineral, Nevada, US",4505,32021
"Lincoln, Nevada, US",5183,32017
"Washoe, Nevada, US",471519,32031
"Carson City, Nevada, US",55916,32510
"Merrimack, New Hampshire, US",151391,33013
"Belknap, New Hampshire, US",61303,33001
"Strafford, New Hampshire, US",130633,33017
"Monmouth, New Jersey, US",618795,34025
"Sussex, New Jersey, US",140488,34037
"Essex, New Jersey, US",798975,34013
"Gloucester, New Jersey, US",291636,34015
"Passaic, New Jersey, US",501826,34031
"Bergen, New Jersey, US",932202,34003
"Warren, New Jersey, US",105267,34041
"Burlington, New Jersey, US",445349,34005
"Luna, New Mexico, US",23709,35029
"Taos, New Mexico, US",32723,35055
"Colfax, New Mexico, US",11941,35007
"Harding, New Mexico, US",625,35021
"Quay, New Mexico, US",8253,35037
"Noxubee, Mississippi, US",10417,28103
"Tate, Mississippi, US",28321,28137
"Panola, Mississippi, US",34192,28107
"Giles, Tennessee, US",29464,47055
"Lauderdale, Tennessee, US",25633,47097
"Lawrence, Tennessee, US",44142,47099
"Madison, Tennessee, US",97984,47113
"Marion, Tennessee, US",28907,47115
"Overton, Tennessee, US",22241,47133
"Pickett, Tennessee, US",5048,47137
"Wayne, Tennessee, US",16673,47181
"Williamson, Tennessee, US",238412,47187
"Bedford, Tennessee, US",49713,47003
"Greene, Tennessee, US",69069,47059
"Cumberland, Tennessee, US",60520,47035
"Van Buren, Tennessee, US",5872,47175
"Claiborne, Tennessee, US",31959,47025
"Hickman, Tennessee, US",25178,47081
"Humphreys, Tennessee, US",18582,47085
"Putnam, Tennessee, US",80245,47141
"Sevier, Tennessee, US",98250,47155
"Stewart, Tennessee, US",13715,47161
"Chester, Tennessee, US",17297,47023
"Decatur, Tennessee, US",11663,47039
"Jackson, Tennessee, US",11786,47087
"McNairy, Tennessee, US",25694,47109
"Roane, Tennessee, US",53382,47145
"Bradley, Tennessee, US",108110,47011
"Hamblen, Tennessee, US",64934,47063
"Union, Tennessee, US",19972,47173
"Hardin, Tennessee, US",25652,47071
"Dickson, Tennessee, US",53948,47043
"Morgan, Tennessee, US",21403,47129
"Monroe, Tennessee, US",46545,47123
"Henry, Tennessee, US",32345,47079
"Crockett, Tennessee, US",14230,47033
"Lake, Tennessee, US",7016,47095
"Knox, Tennessee, US",470313,47093
"McMinn, Tennessee, US",53794,47107
"Marshall, Tennessee, US",34375,47117
"Rhea, Tennessee, US",33167,47143
"Scott, Tennessee, US",22068,47151
"Anderson, Tennessee, US",76978,47001
"Fentress, Tennessee, US",18523,47049
"Gibson, Tennessee, US",49133,47053
"Grainger, Tennessee, US",23320,47057
"Hardeman, Tennessee, US",25050,47069
"Loudon, Tennessee, US",54068,47105
"Rutherford, Tennessee, US",332285,47149
"Smith, Tennessee, US",20157,47159
"Wilson, Tennessee, US",144657,47189
"Unicoi, Tennessee, US",17883,47171
"Lincoln, New Mexico, US",19572,35027
"Yalobusha, Mississippi, US",12108,28161
"Copiah, Mississippi, US",28065,28029
"Hinds, Mississippi, US",231840,28049
"Union, Mississippi, US",28815,28145
"Tippah, Mississippi, US",22015,28139
"Forrest, Mississippi, US",74897,28035
"Lafayette, Mississippi, US",54019,28071
"Lowndes, Mississippi, US",58595,28087
"Wilkinson, Mississippi, US",8630,28157
"Jefferson Davis, Mississippi, US",11128,28065
"Scott, Mississippi, US",28124,28123
"Yazoo, Mississippi, US",29690,28163
"Bolivar, Mississippi, US",30628,28011
"Pike, Mississippi, US",39288,28113
"Stone, Mississippi, US",18336,28131
"Kemper, Mississippi, US",9742,28069
"Sunflower, Mississippi, US",25110,28133
"Adams, Mississippi, US",30693,28001
"DeSoto, Mississippi, US",184945,28033
"Delaware, Pennsylvania, US",566747,42045
"Somerset, Pennsylvania, US",73447,42111
"Madison, Missouri, US",12088,29123
"Vernon, Missouri, US",20563,29217
"Nodaway, Missouri, US",22092,29147
"Chariton, Missouri, US",7426,29041
"Wayne, Missouri, US",12873,29223
"Scott, Missouri, US",38280,29201
"Barton, Missouri, US",11754,29011
"Cedar, Missouri, US",14349,29039
"Gasconade, Missouri, US",14706,29073
"Macon, Missouri, US",15117,29121
"Oregon, Missouri, US",10529,29149
"Ste. Genevieve, Missouri, US",17894,29186
"Douglas, Missouri, US",13185,29067
"Henry, Missouri, US",21824,29083
"Lawrence, Missouri, US",38355,29109
"Pulaski, Missouri, US",52607,29169
"Texas, Missouri, US",25398,29215
"Callaway, Missouri, US",44743,29027
"Cooper, Missouri, US",17709,29053
"Gentry, Missouri, US",6571,29075
"Mississippi, Missouri, US",13180,29133
"Ozark, Missouri, US",9174,29153
"Bollinger, Missouri, US",12133,29017
"Beaver, Oklahoma, US",5311,40007
"Hughes, Oklahoma, US",13279,40063
"Comanche, Oklahoma, US",120749,40031
"Adair, Oklahoma, US",22194,40001
"Stephens, Oklahoma, US",43143,40137
"Carter, Oklahoma, US",48111,40019
"Greer, Oklahoma, US",5712,40055
"McIntosh, Oklahoma, US",19596,40091
"Murray, Oklahoma, US",14073,40099
"Ottawa, Oklahoma, US",31127,40115
"Wagoner, Oklahoma, US",81289,40145
"Caddo, Oklahoma, US",28762,40015
"Muskogee, Oklahoma, US",67997,40101
"Bryan, Oklahoma, US",47995,40013
"Jackson, Oregon, US",220944,41029
"Montgomery, Alabama, US",226486,01101
"Marshall, Alabama, US",96774,01095
"Blount, Alabama, US",57826,01009
"Henry, Alabama, US",17205,01067
"Madison, Alabama, US",372909,01089
"Autauga, Alabama, US",55869,01001
"Tallapoosa, Alabama, US",40367,01123
"Geneva, Alabama, US",26271,01061
"Wilcox, Alabama, US",10373,01131
"Aleutians West Census Area, Alaska, US",5634,02016
"Bristol Bay Borough, Alaska, US",836,02060
"Kodiak Island Borough, Alaska, US",12998,02150
"Northwest Arctic Borough, Alaska, US",7621,02188
"Bethel Census Area, Alaska, US",18386,02050
"North Slope Borough, Alaska, US",9832,02185
"Sitka City and Borough, Alaska, US",8493,02220
"Fairbanks North Star Borough, Alaska, US",96849,02090
"Upson, Georgia, US",26320,13293
"Washington, Georgia, US",20374,13303
"White, Georgia, US",30798,13311
"Peach, Georgia, US",27546,13225
"Paulding, Georgia, US",168667,13223
"Pierce, Georgia, US",19465,13229
"Pike, Georgia, US",18962,13231
"Richmond, Georgia, US",202518,13245
"Screven, Georgia, US",13966,13251
"Tattnall, Georgia, US",25286,13267
"Berrien, Georgia, US",19397,13019
"Walker, Georgia, US",69761,13295
"Gwinnett, Georgia, US",936250,13135
"Barrow, Georgia, US",83240,13013
"Charlton, Georgia, US",13392,13049
"Clinch, Georgia, US",6618,13065
"Bartow, Georgia, US",107738,13015
"Douglas, Georgia, US",146343,13097
"Grady, Georgia, US",24633,13131
"Hancock, Georgia, US",8457,13141
"Whitfield, Georgia, US",104628,13313
"Macon, Georgia, US",12947,13193
"Troup, Georgia, US",69922,13285
"Harris, Georgia, US",35236,13145
"Schley, Georgia, US",5257,13249
"Worth, Georgia, US",20247,13321
"Dooly, Georgia, US",13390,13093
"Evans, Georgia, US",10654,13109
"Webster, Georgia, US",2607,13307
"Effingham, Georgia, US",64296,13103
"Glascock, Georgia, US",2971,13125
"Quitman, Georgia, US",2299,13239
"Chatham, Georgia, US",289430,13051
"Johnson, Georgia, US",9643,13167
"Lanier, Georgia, US",10423,13173
"Madison, Georgia, US",29880,13195
"Mitchell, Georgia, US",21863,13205
"Tift, Georgia, US",40644,13277
"Polk, Georgia, US",42613,13233
"Talbot, Georgia, US",6195,13263
"Terrell, Georgia, US",8531,13273
"Thomas, Georgia, US",44451,13275
"Wilkinson, Georgia, US",8954,13319
"Oglethorpe, Georgia, US",15259,13221
"Randolph, Georgia, US",6778,13243
"Ware, Georgia, US",35734,13299
"Wayne, Georgia, US",29927,13305
"Wilcox, Georgia, US",8635,13315
"Baldwin, Georgia, US",44890,13009
"Bulloch, Georgia, US",79608,13031
"Clay, Georgia, US",2834,13061
"Echols, Georgia, US",4006,13101
"Lea, New Mexico, US",71070,35025
"Santa Fe, New Mexico, US",150358,35049
"Union, New Mexico, US",4059,35059
"Sierra, New Mexico, US",10791,35051
"Socorro, New Mexico, US",16637,35053
"Roosevelt, New Mexico, US",18500,35041
"Do̱a Ana, New Mexico, US",218195,35013
"Los Alamos, New Mexico, US",19369,35028
"Rio Arriba, New Mexico, US",38921,35039
"San Miguel, New Mexico, US",27277,35047
"Valencia, New Mexico, US",76688,35061
"Torrance, New Mexico, US",15461,35057
"Bernalillo, New Mexico, US",679121,35001
"Otero, New Mexico, US",67490,35035
"Cibola, New Mexico, US",26675,35006
"De Baca, New Mexico, US",1748,35011
"Guadalupe, New Mexico, US",4300,35019
"Catron, New Mexico, US",3527,35003
"Bronx, New York, US",1418207,36005
"Onondaga, New York, US",460528,36067
"Clinton, New York, US",80485,36019
"Seneca, New York, US",34016,36099
"Putnam, New York, US",98320,36079
"Herkimer, New York, US",61319,36043
"Ontario, New York, US",109777,36069
"Steuben, New York, US",95379,36101
"Hamilton, New York, US",4416,36041
"Chautauqua, New York, US",126903,36013
"Kings, New York, US",2559903,36047
"Tioga, New York, US",48203,36107
"Orleans, New York, US",40352,36073
"Saratoga, New York, US",229863,36091
"Columbia, New York, US",59461,36021
"Lewis, New York, US",26296,36049
"Westchester, New York, US",967506,36119
"Delaware, New York, US",44135,36025
"Montgomery, New York, US",49221,36057
"Richmond, New York, US",476143,36085
"St. Lawrence, New York, US",107740,36089
"Tompkins, New York, US",102180,36109
"Warren, New York, US",63944,36113
"Cortland, New York, US",47581,36023
"Dutchess, New York, US",294218,36027
"Monroe, New York, US",741770,36055
"Chaves, New Mexico, US",64615,35005
"Oneida, New York, US",228671,36065
"Ulster, New York, US",177573,36111
"Chemung, New York, US",83456,36015
"Livingston, New York, US",62914,36051
"Otsego, New York, US",59493,36077
"Grant, Oregon, US",7199,41023
"Clackamas, Oregon, US",418187,41005
"Tillamook, Oregon, US",27036,41057
"Josephine, Oregon, US",87487,41033
"Umatilla, Oregon, US",77950,41059
"Columbia, Oregon, US",52354,41009
"Wasco, Oregon, US",26682,41065
"Lane, Oregon, US",382067,41039
"Washington, Oregon, US",601592,41067
"Clatsop, Oregon, US",40224,41007
"Cameron, Pennsylvania, US",4447,42023
"Bucks, Pennsylvania, US",628270,42017
"Lehigh, Pennsylvania, US",369318,42077
"Clarion, Pennsylvania, US",38438,42031
"Greene, Pennsylvania, US",36233,42059
"Luzerne, Pennsylvania, US",317417,42079
"Columbia, Pennsylvania, US",64964,42037
"Jefferson, Pennsylvania, US",43425,42065
"Perry, Pennsylvania, US",46272,42099
"Sullivan, Pennsylvania, US",6066,42113
"Kent, Rhode Island, US",164292,44003
"Washington, Rhode Island, US",125577,44009
"Newberry, South Carolina, US",38440,45071
"Clarendon, South Carolina, US",33745,45027
"Sumter, South Carolina, US",106721,45085
"Barnwell, South Carolina, US",20866,45011
"Darlington, South Carolina, US",66618,45031
"York, South Carolina, US",280979,45091
"Cherokee, South Carolina, US",57300,45021
"Jasper, South Carolina, US",30073,45053
"Lee, South Carolina, US",16828,45061
"Abbeville, South Carolina, US",24527,45001
"Lyman, South Dakota, US",3781,46085
"Deuel, South Dakota, US",4351,46039
"Brule, South Dakota, US",5297,46015
"Gregory, South Dakota, US",4185,46053
"Minnehaha, South Dakota, US",193134,46099
"Clark, South Dakota, US",3736,46025
"Kingsbury, South Dakota, US",4939,46077
"Clay, South Dakota, US",14070,46027
"Dewey, South Dakota, US",5892,46041
"Hughes, South Dakota, US",17526,46065
"Sanborn, South Dakota, US",2344,46111
"Hand, South Dakota, US",3191,46059
"Yankton, South Dakota, US",22814,46135
"Beadle, South Dakota, US",18453,46005
"Davison, South Dakota, US",19775,46035
"Jerauld, South Dakota, US",2013,46073
"Stanley, South Dakota, US",3098,46117
"Potter, South Dakota, US",2153,46107
"Charles Mix, South Dakota, US",9292,46023
"Marshall, South Dakota, US",4935,46091
"Perkins, South Dakota, US",2865,46105
"Todd, South Dakota, US",10177,46121
"Oglala Lakota, South Dakota, US",14177,46102
"Sumner, Tennessee, US",191283,47165
"Trousdale, Tennessee, US",11284,47169
"Clay, Tennessee, US",7615,47027
"St. Martin Parish, Louisiana, US",53431,22099
"Vernon Parish, Louisiana, US",47429,22115
"Winn Parish, Louisiana, US",13904,22127
"East Baton Rouge Parish, Louisiana, US",440059,22033
"Sabine Parish, Louisiana, US",23884,22085
"Allen Parish, Louisiana, US",25627,22003
"Madison Parish, Louisiana, US",10951,22065
"Jefferson Davis Parish, Louisiana, US",31368,22053
"St. James Parish, Louisiana, US",21096,22093
"Grant Parish, Louisiana, US",22389,22043
"West Feliciana Parish, Louisiana, US",15568,22125
"Jefferson Parish, Louisiana, US",432493,22051
"Beauregard Parish, Louisiana, US",37497,22011
"Bienville Parish, Louisiana, US",13241,22013
"Bossier Parish, Louisiana, US",127039,22015
"Cameron Parish, Louisiana, US",6973,22023
"East Feliciana Parish, Louisiana, US",19135,22037
"St. John the Baptist Parish, Louisiana, US",42837,22095
"Plaquemines Parish, Louisiana, US",23197,22075
"Ouachita Parish, Louisiana, US",153279,22073
"Washington Parish, Louisiana, US",46194,22117
"St. Landry Parish, Louisiana, US",82124,22097
"Acadia Parish, Louisiana, US",62045,22001
"St. Mary Parish, Louisiana, US",49348,22101
"St. Tammany Parish, Louisiana, US",260419,22103
"Union Parish, Louisiana, US",22108,22111
"Caddo Parish, Louisiana, US",240204,22017
"Ascension Parish, Louisiana, US",126604,22005
"Lafayette Parish, Louisiana, US",244390,22055
"Iberia Parish, Louisiana, US",69830,22045
"Lincoln Parish, Louisiana, US",46742,22061
"Ketchikan Gateway Borough, Alaska, US",13901,02130
"Matanuska-Susitna Borough, Alaska, US",108317,02170
"Nome Census Area, Alaska, US",10004,02180
"Dillingham Census Area, Alaska, US",4916,02070
"Yakutat City and Borough, Alaska, US",579,02282
"Lake and Peninsula Borough, Alaska, US",1592,02164
"Southeast Fairbanks Census Area, Alaska, US",6893,02240
"Anchorage Municipality, Alaska, US",288000,02020
"Aleutians East Borough, Alaska, US",3337,02013
"Valdez-Cordova Census Area, Alaska, US",9202,02261
"Kenai Peninsula Borough, Alaska, US",58708,02122
"Skagway Municipality, Alaska, US",1183,02230
"Prince of Wales-Hyder Census Area, Alaska, US",6203,02198
"Petersburg Borough, Alaska, US",3266,02195
"Kusilvak Census Area, Alaska, US",8314,02158
"Maricopa, Arizona, US",4485414,04013
"Graham, Arizona, US",38837,04009
"Santa Cruz, Arizona, US",46498,04023
"La Paz, Arizona, US",21108,04012
"Mohave, Arizona, US",212181,04015
"Coconino, Arizona, US",143476,04005
"Yavapai, Arizona, US",235099,04025
"Greenlee, Arizona, US",9498,04011
"Pinal, Arizona, US",462789,04021
"Nevada, Arkansas, US",8252,05099
"Cross, Arkansas, US",16419,05037
"Dallas, Arkansas, US",7009,05039
"Columbia, Arkansas, US",23457,05027
"Saline, Arkansas, US",122437,05125
"Van Buren, Arkansas, US",16545,05141
"Izard, Arkansas, US",13629,05065
"Independence, Arkansas, US",37825,05063
"Logan, Arkansas, US",21466,05083
"Grant, Arkansas, US",18265,05053
"Franklin, Arkansas, US",17715,05047
"Pike, Arkansas, US",10718,05109
"Jefferson, Arkansas, US",66824,05069
"Montgomery, Arkansas, US",8986,05097
"Scott, Arkansas, US",10281,05127
"Sebastian, Arkansas, US",127827,05131
"Crawford, Arkansas, US",63257,05033
"Chicot, Arkansas, US",10118,05017
"Johnson, Arkansas, US",26578,05071
"Lee, Arkansas, US",8857,05077
"Adair, Kentucky, US",19202,21001
"Breathitt, Kentucky, US",12630,21025
"Hart, Kentucky, US",19035,21099
"Trimble, Kentucky, US",8471,21223
"Hickman, Kentucky, US",4380,21105
"Lyon, Kentucky, US",8210,21143
"Lewis, Kentucky, US",13275,21135
"Woodford, Kentucky, US",26734,21239
"Leslie, Kentucky, US",9877,21131
"Lawrence, Kentucky, US",15317,21127
"McCracken, Kentucky, US",65418,21145
"Whitley, Kentucky, US",36264,21235
"Floyd, Kentucky, US",35589,21071
"Kenton, Kentucky, US",166998,21117
"DeKalb, Georgia, US",759297,13089
"Haralson, Georgia, US",29792,13143
"Jefferson, Georgia, US",15362,13163
"Lincoln, Georgia, US",7921,13181
"Murray, Georgia, US",40096,13213
"Pulaski, Georgia, US",11137,13235
"Rabun, Georgia, US",17137,13241
"Towns, Georgia, US",12037,13281
"Treutlen, Georgia, US",6901,13283
"Irwin, Georgia, US",9416,13155
"Appling, Georgia, US",18386,13001
"Collier, Florida, US",384902,12021
"Pasco, Florida, US",553947,12101
"Highlands, Florida, US",106221,12055
"DeSoto, Florida, US",38001,12027
"Columbia, Florida, US",71686,12023
"Putnam, Florida, US",74521,12107
"Union, Florida, US",15237,12125
"Levy, Florida, US",41503,12075
"Volusia, Florida, US",553284,12127
"Madison, Florida, US",18493,12079
"Escambia, Florida, US",318316,12033
"Okaloosa, Florida, US",210738,12091
"Lumpkin, Georgia, US",33610,13187
"Miller, Georgia, US",5718,13201
"Oconee, Georgia, US",40280,13219
"Henry, Georgia, US",234561,13151
"Long, Georgia, US",19559,13183
"Stephens, Georgia, US",25925,13257
"Jeff Davis, Georgia, US",15115,13161
"Calhoun, Georgia, US",6189,13037
"Bibb, Georgia, US",153159,13021
"Marion, Georgia, US",8359,13197
"Bleckley, Georgia, US",12873,13023
"Franklin, Georgia, US",23349,13119
"Lamar, Georgia, US",19077,13171
"Emanuel, Georgia, US",22646,13107
"Jasper, Georgia, US",14219,13159
"Liberty, Georgia, US",61435,13179
"Seminole, Georgia, US",8090,13253
"Twiggs, Georgia, US",8120,13289
"Taylor, Georgia, US",8020,13269
"Toombs, Georgia, US",26830,13279
"Montgomery, Georgia, US",9172,13209
"Rockdale, Georgia, US",90896,13247
"Wheeler, Georgia, US",7855,13309
"Banks, Georgia, US",19234,13011
"Clarke, Georgia, US",128331,13059
"Glynn, Georgia, US",85292,13127
"Jackson, Georgia, US",72977,13157
"Jones, Georgia, US",28735,13169
"Muscogee, Georgia, US",195769,13215
"Stewart, Georgia, US",6621,13259
"Turner, Georgia, US",7985,13287
"Atkinson, Georgia, US",8165,13003
"Baker, Georgia, US",3038,13007
"Candler, Georgia, US",10803,13043
"Carroll, Georgia, US",119992,13045
"Albany, New York, US",305506,36001
"Allegany, New York, US",46091,36003
"Cattaraugus, New York, US",76117,36009
"Madison, New York, US",70941,36053
"Schenectady, New York, US",155299,36093
"Genesee, New York, US",57280,36037
"Yates, New York, US",24913,36123
"Greene, North Carolina, US",21069,37079
"Mitchell, North Carolina, US",14964,37121
"Chowan, North Carolina, US",13943,37041
"Alleghany, North Carolina, US",11137,37005
"Caldwell, North Carolina, US",82178,37027
"Catawba, North Carolina, US",159551,37035
"Cleveland, North Carolina, US",97947,37045
"Craven, North Carolina, US",102139,37049
"Edgecombe, North Carolina, US",51472,37065
"Granville, North Carolina, US",60443,37077
"Harnett, North Carolina, US",135976,37085
"Hoke, North Carolina, US",55234,37093
"Henderson, North Carolina, US",117417,37089
"Hyde, North Carolina, US",4937,37095
"Iredell, North Carolina, US",181806,37097
"Mecklenburg, North Carolina, US",1110356,37119
"Northampton, North Carolina, US",19483,37131
"Pitt, North Carolina, US",180742,37147
"Rowan, North Carolina, US",142088,37159
"Vance, North Carolina, US",44535,37181
"Cherokee, North Carolina, US",28612,37039
"Currituck, North Carolina, US",27763,37053
"Union, North Carolina, US",239859,37179
"Wilkes, North Carolina, US",68412,37193
"Nash, North Carolina, US",94298,37127
"Alexander, North Carolina, US",37497,37003
"Dare, North Carolina, US",37009,37055
"Warren, North Carolina, US",19731,37185
"Wilson, North Carolina, US",81801,37195
"Gates, North Carolina, US",11562,37073
"Graham, North Carolina, US",8441,37075
"Madison, North Carolina, US",21755,37115
"Pamlico, North Carolina, US",12726,37137
"Polk, North Carolina, US",20724,37149
"Randolph, North Carolina, US",143667,37151
"Stokes, North Carolina, US",45591,37169
"Washington, North Carolina, US",11580,37187
"Greene, New York, US",47188,36039
"Clay, North Carolina, US",11231,37043
"Cumberland, North Carolina, US",335509,37051
"Guilford, North Carolina, US",537174,37081
"Platte, Wyoming, US",8393,56031
"Sheridan, Wyoming, US",30485,56033
"Big Horn, Wyoming, US",11790,56003
"Crook, Wyoming, US",7584,56011
"Park, Wyoming, US",29194,56029
"Albany, Wyoming, US",38880,56001
"Carbon, Wyoming, US",14800,56007
"Goshen, Wyoming, US",13211,56015
"Uinta, Wyoming, US",20226,56041
"Washakie, Wyoming, US",7805,56043
"Hot Springs, Wyoming, US",4413,56017
"Fremont, Wyoming, US",39261,56013
"Sublette, Wyoming, US",9831,56035
"Weston, Wyoming, US",6927,56045
"Aibonito Municipio, Puerto Rico, US",22108,72009
"Juncos Municipio, Puerto Rico, US",38155,72077
"Lajas Municipio, Puerto Rico, US",22010,72079
"Adjuntas Municipio, Puerto Rico, US",17363,72001
"Camuy Municipio, Puerto Rico, US",30504,72027
"Naguabo Municipio, Puerto Rico, US",25761,72103
"Naranjito Municipio, Puerto Rico, US",27349,72105
"Arecibo Municipio, Puerto Rico, US",81966,72013
"Arroyo Municipio, Puerto Rico, US",17238,72015
"Quebradillas Municipio, Puerto Rico, US",22918,72115
"Guayama Municipio, Puerto Rico, US",39465,72057
"Culebra Municipio, Puerto Rico, US",1714,72049
"Gurabo Municipio, Puerto Rico, US",47093,72063
"Barceloneta Municipio, Puerto Rico, US",23727,72017
"Yauco Municipio, Puerto Rico, US",33575,72153
"Aguadilla Municipio, Puerto Rico, US",50265,72005
"Cabo Rojo Municipio, Puerto Rico, US",47515,72023
"Patillas Municipio, Puerto Rico, US",16211,72109
"Villalba Municipio, Puerto Rico, US",21372,72149
"Carolina Municipio, Puerto Rico, US",146984,72031
"Cayey Municipio, Puerto Rico, US",42409,72035
